SECURITY_LEVEL,KEYPAIR_TIME,ENCRYPT_TIME,DECRYPT_TIME,MESSAGE
1024,153,4,1,0355383165630525414486907132932207574564820206814521900700480593494653392345246480522618317569197186894847097184780188176595384
1024,153,3,1,2234714652935409724403164799544553996270776652429105659472464101488105672623286713328942045106946821859926624587221567145826782
1024,153,4,2,0309935578008890373154226142294034025862773115052182464935233315361839771441799453095926400038395389556682588458216003237653863
1024,153,5,1,1061156071932484650516913321439215405043703716040614962270232640142284681169472791577978618224769535957766957086206741391709970
1024,153,3,1,7647351716205014294072195135184469100518783539374945598848168573993875333505334011212625117442647232720744618603822330582078365
1024,153,3,1,6190042304849971211815384939288709598033150233044255711655989057889996862762413082297341687788607689416591830790638752880761817
1024,153,4,2,3350993967482666602170935703513835999165561197161777938477157925978429670778105685120890113130859239045083522459241247368307415
1024,153,3,1,5460081669964922086720150722963115784946235169601550836667474277946931369187925788894576312382075479577915204545165252523196796
1024,153,3,1,9483728931707116749644793319165741326903913011722074179317419072713429472369240811255731316334667969479890293999075667048649131
1024,153,4,1,3479265891282260862086967904220845208360231245372151218473448305464967324382299780822943482467600298687513476936031155077963601
1024,153,3,1,5358607166888753271639287331221882667306965170073890751994864930247242443182503197751744519602399141153643026523167858853130538
1024,153,4,1,7454234112327473005509721991333469328638161495819890863131852055720398755713433050343878076412540696773945682790587599473898772
1024,153,3,1,1829500286670935139918198012253669665196719074234685642111242009658467409729732638466770339415767564217863874440642300491597266
1024,153,4,2,5585497029761221358413402963546931530898077983556347511671398790492531247609197801647309393017719703556474420667077635431137035
1024,153,3,1,8446511749461154540070308470454488783535318141900958816289412388611370858697615498746416636102261400237788596935028958347787028
1024,153,4,2,3125589335242227429164632721324285385335478344437654660712476162463759322956724441170491898597020350367163787012219584863841888
1024,153,3,1,6802337989299969519242898184367047999251583706804577726542893830886334416591927545136810611568115854449708934129157129519681281
1024,153,3,1,4502536799805954583144549032621959969753071050956941684132891200046324576389173182566153807220810192479638581311891427849367417
1024,153,4,1,6325541021938064574977797529368876421571303611445571554655335842928934553745122110842178236045825160364424732178843094315127909
1024,153,3,1,7416551206319999579172591987511489686313571898121634456963111089610744020435972487389528243640299599133169203384400119064268257
1024,153,3,1,5942558924368052900576494867848083529988242331335385049200017447913990221665638834941940132033114280719741451021709322013495656
1024,153,3,1,3034267296680277379429583962288582457402893052674209528241394670330734634693333770067544918231098413897817493181756172191761769
1024,153,3,1,4462568735945386723562623780129364617626340957792264088426814103842409805756856047587770203362285297182877719759239486173167134
1024,153,3,1,8181657858983878076788365457679611406051878073922935400724071002626732091440173091689286855430601190105542880854867957669944342
1024,153,4,2,1682764258327911438109776589215105175058720345720016147450773913501679216877023673201387960875767306750352156509386560915532694
1024,153,4,1,4168453046768399507263930483191895109159119018724369742162771101927944398681984030667327651300421681200981291741743361136642792
1024,153,4,1,5961214949092908589726506803431211408890378633711553535211419472586275853572210445315467622414789208830684013971300686277675328
1024,153,4,1,9269710543143964341467182430089608998710751826481978504336310277969086698368677287182389959721242273938854619109417313330166529
1024,153,3,1,8486459999966843090378171773263091325696386996545517566407679424699279968298703891528397394384066258625248890398189881141241156
1024,153,3,1,1449849546688513154852662654151484110306993368687380709636409815697889872688403677017676988174939843342948688833489247136945501
1024,153,3,1,3026821425662283243215241228426396875362999466310497066906176240972976192127107346129568606866349374029240104708104443230866441
1024,153,4,2,4888599832610923002904596161762304764008702325429097763470366526898011656507069583771589908698710318907474941536590688671464002
1024,153,4,2,2187786798670885931014137550230451723811271617853032443909991254363190383287294838940424051082728434647528986018234698035977262
1024,153,4,1,4010150476565439429491060857277549534561616385054516756344772776300804281913985317098584407945908254666687113999982299034911916
1024,153,4,2,9543106789274635042741853569705907409683466986445551664737067041728196021666244823741197574167419992584104093228192902092720801
1024,153,4,1,1102588771206288521669854794170734776396759389699841902844928003578465247527168100807066013305698109312645455547945036883046986
1024,153,4,1,3363256734764708042924448420459037705906529627671525144633382899415555101340497992824046104327698365969273385304329013580634534
1024,153,4,1,5814024400502542484138080303093675479908925878015957334513036393579080542663814740530799226052633254072603206379019404756963615
1024,153,4,1,8568459878266889844587337958272179244147420281407959235700418194754222652142770182396574372220705526302797889629403089542338729
1024,153,4,1,8226364273353855713782831639652716359809735693921459950536413341806490125092787610897542413754704628839004798504470781343226879
1024,153,4,1,9564108089806303912196187245286576464060313163695650258929860024346682416259472890719900060340274063102211811727469052257146328
1024,153,3,1,0723807096388817245239864356681843226170736144832701238842559718295427226555369395998370081796589238415142792914737246512392617
1024,153,3,1,4241424816471283201248965000004171003042756134627995493041482479770591013182623840449510466593158465328399081296605282376713554
1024,153,3,1,9973513220590332519460381924338347505856779256581376567327469745338170108702340101128824216183825500136464452346025348049667485
1024,153,3,1,8383897971629124447860057453350337067099519586684049058435585462779736095630666963739484221218567448740285624710665297561214099
1024,153,4,2,9964116268591382706460872763874878534297946361217165257274977145088020502651470013064060961213429959898581048432243027406481577
1024,153,4,1,4824315082578790346775943088343852549806522479147355182415674805204204673847884219703487656256651056490611337757236524094938348
1024,153,4,1,7062382447597254598729362880233858271292436951748099256624309342834053225940366427538355199347489811241328865453894894705029296
1024,153,4,1,9735693411211619628088603452483215272175364970550497151583596541206523461527332458408984429879086514102509879665768932131692226
1024,153,4,1,6961688387629152540756216546017259642317857065168508958573052496210655276891659756089714383999813015316305245290357709870563638
1024,153,4,2,3863034723721495784723589237391107262786771026496285596990386769945707595340965195448259401890929565886615037974745228156868323
1024,153,17,1,3287577904832967842610714371567414265151412481754216777139400930821306278453396427971928947503983582862250196984342590738386627
1024,153,11,1,1791128295449101351282899590128118669109794265058849951756999066974826947872800232214872176234126177766951584517353226892319930
1024,153,8,1,8805052099840613606036822579273082344123139982418321238213526119536401574939527633217151490658267375799590895845553195225375174
1024,153,6,2,1355928510541796297379079857922955866076933929404227257481153317061720856509437585235189609477388103725696248255380889259925943
1024,153,5,1,1402201875930840177564779603131963190398447445546273482826943610197406605496467698637182093544726028048446184407465904504733488
1024,153,5,1,1834037129267281181848805100644706716446934703366578946950288560270548606368029542736413168537166947783032181537827321728818305
1024,153,5,1,2399588088866368871684803227983829485917501647912319399696731866908470118289600881964063135888922021379521028829404789266368968
1024,153,4,2,5637489977535077950426899162426475829892339881113388204978816994197921201698140466319573566765752657389499556451516488232245559
1024,153,3,1,6112692169213605381302831305889438504096793315962284966459192757358537426473374519814657784899843476819443537896967951107338491
1024,153,4,2,7895505461382759098793722523795396339534176000429147383719128841803883949006205025948100090981495836498310874463726230844486437
1024,153,4,2,9522042614500829901321795525603265978871144309432521198633117362072879318547949126425751870262081563243482328537146079314556599
1024,153,4,1,5093542621599279420676140514142072884094585996707002095359240117940447064308608734332029368110977503867431654445743620282821742
1024,153,3,1,2074818355004815481495949283111185240895061522427508730372487670815127557063465146879286952537668866636765956480834805349247418
1024,153,4,1,0982616183770170277896101663961256388046096956303414645662042291995673037815635718874781061367093483701372208717092453548930045
1024,153,3,1,3197990341408426456860501773717322183556963874016603497159407408857792270849795326742052795163483613191779561704529979153717213
2048,847,26,5,9254835974458887629672873635789957411886024698554157393849494864228024962939550688297074527198420261051675205999609689838587412
2048,847,25,2,7948702662533481896767559573369920938242346354580061545409242090168773727371802699309443935396635866263937828773324526334321892
2048,847,25,1,7929250312741837331511829643632683169694074912332726993582394725302853411901337696207186358524323117172520907433878952968176465
2048,847,25,1,9486937364148093931718552300016332142708943190856638524388888569011747617956915519539025796115901484762122047712200094207683584
2048,847,25,1,0703675740855407318047361595661595146837376373951978537785605481083388906490085533348547865459237835407372374738389274773789264
2048,847,25,1,3524314516560200536698529022539598732463389124803873184044464663165630452635665559603483233341839268186056673186867104904449866
2048,847,24,1,3388466377320953222057779182433549144340237502432464295061371141084500222833875925546082542869030852833895137466510262849050187
2048,847,25,1,2359980877010447170873386178573828860442255448874794721230413368694441497441338856684036949118353204002591974711928301953002372
2048,847,25,2,6372613557152801003023836434406997863096739346637849381675791163293956729985652182807911615231198696051411047800847064484769940
2048,847,25,1,4555399892730282159333189930818248844009737851281434494736943722577947684829017806688345340403991974811107725657399196027995602
2048,847,24,2,3976607710681047393460981746843991626375149576917517874980586155555711990727221948467045177979554215577477183785345135535682148
2048,847,25,1,8981224019853812859833307577420310576654838103212699667682513798088777109119729024038590682109547975734687407898816774007038892
2048,847,24,1,9017123764104410282402525387418186790830943654104676998756681754083664849203556615995024922746652778319099999725942494552746687
2048,847,30,1,4602993085345245279681119328539229356959910969065035141679707233267342542524482900839390718291823532073464112692162110160887576
2048,847,25,1,8646564120617234541914353449310981315044240998894442066188871011899825887695202156119273906958004776559173081177243291448706570
2048,847,25,2,4866033151494706872899672197703352421058356661105030485577210664650513250767511742264039882291373723618030276740280451621184372
2048,847,25,1,9438899492601727676139376045138079061355198567322008270344297244790265795845160675322685239683610065522225253070076549915962270
2048,847,25,1,8389935622999431104891971065250599273560270041530059453015141663393829191008304620453278274234791447194116642959854046669653221
2048,847,25,1,4390066870930359126190473237338490788280116222078414392005864878004044572924012489353108185972058375678318527434060575546457283
2048,847,25,1,0571024164252835918003185534087097269093594036226831977994875139354124615791501602629221816855731144878875700135493432353006251
2048,847,25,1,5927821910139360288795697248742701824779517711136895716699422565064551330393130338804982871980774254446227613970394730940420871
2048,847,26,1,3742377272014443550088749485134437400845098911378170974616143540710504172620523980130687874417124218036934374655684373965565750
2048,847,25,2,1478423915766121994159683752043056020433068572256778826939436280481378432842397489866548450027752963017529841096517341127140258
2048,847,25,2,8566764493817154363962092792522076892737665735147823735202597353071978920287229637466345140359899735477359400126088124931881468
2048,847,25,2,8940255760337363163978793913265843793885760290540433771518954295210648595347128727773745692808704267887587662204824695198843990
2048,847,25,1,0899757006576147578169404543275069681042994730814241204020586377450354179962282687398746645565905502250948590090052580759060254
2048,847,26,1,6486974981051360582508378437652320531515639324364424491392656403886587101611394285202791775180181840494403192370521504242888310
2048,847,26,1,0832863857962097233772304981176182241414796661234070317886749751979535621508014316193777356696545211120669034308685700669047575
2048,847,25,2,1601920560631092775469657814901382577801938745924198963515833985856042317888652481510158158143597978988591350058772254540887509
2048,847,25,1,2132235148831014717469033542114409228818750252221985002159849994061876844567039235968616101425307518401162305005282076459564485
2048,847,25,1,3749005491254116003221964938075605607977980187695543266859111481060871108661145469674590183816636520815523589998805144183387552
2048,847,26,1,3454557776795930937812464849331806246436437524220402821725671887519345824588678830784061509096255092713692879753496348543679698
2048,847,26,1,6604711892156464428503873379368266697844691398807542828869396127474509499861163107833096454590997165019449027223124752455672795
2048,847,25,1,1464056065563451406292025100441586772081609300298880665395988771146415490692648836974652685280576941091682396423173897267646839
2048,847,25,1,0355383165630525414486907132932207574564820206814521900700480593494653392345246480522618317569197186894847097184780188176595384
2048,847,25,1,2234714652935409724403164799544553996270776652429105659472464101488105672623286713328942045106946821859926624587221567145826782
2048,847,25,1,0309935578008890373154226142294034025862773115052182464935233315361839771441799453095926400038395389556682588458216003237653863
2048,847,27,1,1061156071932484650516913321439215405043703716040614962270232640142284681169472791577978618224769535957766957086206741391709970
2048,847,24,2,7647351716205014294072195135184469100518783539374945598848168573993875333505334011212625117442647232720744618603822330582078365
2048,847,25,1,6190042304849971211815384939288709598033150233044255711655989057889996862762413082297341687788607689416591830790638752880761817
2048,847,25,2,3350993967482666602170935703513835999165561197161777938477157925978429670778105685120890113130859239045083522459241247368307415
2048,847,25,1,5460081669964922086720150722963115784946235169601550836667474277946931369187925788894576312382075479577915204545165252523196796
2048,847,24,2,9483728931707116749644793319165741326903913011722074179317419072713429472369240811255731316334667969479890293999075667048649131
2048,847,25,1,3479265891282260862086967904220845208360231245372151218473448305464967324382299780822943482467600298687513476936031155077963601
2048,847,25,2,5358607166888753271639287331221882667306965170073890751994864930247242443182503197751744519602399141153643026523167858853130538
2048,847,25,1,7454234112327473005509721991333469328638161495819890863131852055720398755713433050343878076412540696773945682790587599473898772
2048,847,26,1,1829500286670935139918198012253669665196719074234685642111242009658467409729732638466770339415767564217863874440642300491597266
2048,847,25,2,5585497029761221358413402963546931530898077983556347511671398790492531247609197801647309393017719703556474420667077635431137035
2048,847,25,1,8446511749461154540070308470454488783535318141900958816289412388611370858697615498746416636102261400237788596935028958347787028
2048,847,26,1,3125589335242227429164632721324285385335478344437654660712476162463759322956724441170491898597020350367163787012219584863841888
2048,847,25,2,6802337989299969519242898184367047999251583706804577726542893830886334416591927545136810611568115854449708934129157129519681281
2048,847,25,1,4502536799805954583144549032621959969753071050956941684132891200046324576389173182566153807220810192479638581311891427849367417
2048,847,25,1,6325541021938064574977797529368876421571303611445571554655335842928934553745122110842178236045825160364424732178843094315127909
2048,847,26,1,7416551206319999579172591987511489686313571898121634456963111089610744020435972487389528243640299599133169203384400119064268257
2048,847,24,2,5942558924368052900576494867848083529988242331335385049200017447913990221665638834941940132033114280719741451021709322013495656
2048,847,25,1,3034267296680277379429583962288582457402893052674209528241394670330734634693333770067544918231098413897817493181756172191761769
2048,847,25,1,4462568735945386723562623780129364617626340957792264088426814103842409805756856047587770203362285297182877719759239486173167134
2048,847,25,1,8181657858983878076788365457679611406051878073922935400724071002626732091440173091689286855430601190105542880854867957669944342
2048,847,25,1,1682764258327911438109776589215105175058720345720016147450773913501679216877023673201387960875767306750352156509386560915532694
2048,847,25,1,4168453046768399507263930483191895109159119018724369742162771101927944398681984030667327651300421681200981291741743361136642792
2048,847,25,1,5961214949092908589726506803431211408890378633711553535211419472586275853572210445315467622414789208830684013971300686277675328
2048,847,26,1,9269710543143964341467182430089608998710751826481978504336310277969086698368677287182389959721242273938854619109417313330166529
2048,847,25,1,8486459999966843090378171773263091325696386996545517566407679424699279968298703891528397394384066258625248890398189881141241156
2048,847,26,1,1449849546688513154852662654151484110306993368687380709636409815697889872688403677017676988174939843342948688833489247136945501
2048,847,25,1,3026821425662283243215241228426396875362999466310497066906176240972976192127107346129568606866349374029240104708104443230866441
2048,847,25,1,4888599832610923002904596161762304764008702325429097763470366526898011656507069583771589908698710318907474941536590688671464002
2048,847,25,1,2187786798670885931014137550230451723811271617853032443909991254363190383287294838940424051082728434647528986018234698035977262
2048,847,25,1,4010150476565439429491060857277549534561616385054516756344772776300804281913985317098584407945908254666687113999982299034911916
2048,847,25,1,9543106789274635042741853569705907409683466986445551664737067041728196021666244823741197574167419992584104093228192902092720801
2048,847,25,2,1102588771206288521669854794170734776396759389699841902844928003578465247527168100807066013305698109312645455547945036883046986
2048,847,25,2,3363256734764708042924448420459037705906529627671525144633382899415555101340497992824046104327698365969273385304329013580634534
2048,847,25,1,5814024400502542484138080303093675479908925878015957334513036393579080542663814740530799226052633254072603206379019404756963615
2048,847,26,1,8568459878266889844587337958272179244147420281407959235700418194754222652142770182396574372220705526302797889629403089542338729
2048,847,25,2,8226364273353855713782831639652716359809735693921459950536413341806490125092787610897542413754704628839004798504470781343226879
2048,847,25,1,9564108089806303912196187245286576464060313163695650258929860024346682416259472890719900060340274063102211811727469052257146328
2048,847,26,1,0723807096388817245239864356681843226170736144832701238842559718295427226555369395998370081796589238415142792914737246512392617
2048,847,25,1,4241424816471283201248965000004171003042756134627995493041482479770591013182623840449510466593158465328399081296605282376713554
2048,847,25,1,9973513220590332519460381924338347505856779256581376567327469745338170108702340101128824216183825500136464452346025348049667485
2048,847,26,1,8383897971629124447860057453350337067099519586684049058435585462779736095630666963739484221218567448740285624710665297561214099
2048,847,25,1,9964116268591382706460872763874878534297946361217165257274977145088020502651470013064060961213429959898581048432243027406481577
2048,847,26,1,4824315082578790346775943088343852549806522479147355182415674805204204673847884219703487656256651056490611337757236524094938348
2048,847,25,1,7062382447597254598729362880233858271292436951748099256624309342834053225940366427538355199347489811241328865453894894705029296
2048,847,24,2,9735693411211619628088603452483215272175364970550497151583596541206523461527332458408984429879086514102509879665768932131692226
2048,847,26,1,6961688387629152540756216546017259642317857065168508958573052496210655276891659756089714383999813015316305245290357709870563638
2048,847,26,1,3863034723721495784723589237391107262786771026496285596990386769945707595340965195448259401890929565886615037974745228156868323
2048,847,25,1,3287577904832967842610714371567414265151412481754216777139400930821306278453396427971928947503983582862250196984342590738386627
2048,847,25,2,1791128295449101351282899590128118669109794265058849951756999066974826947872800232214872176234126177766951584517353226892319930
2048,847,25,2,8805052099840613606036822579273082344123139982418321238213526119536401574939527633217151490658267375799590895845553195225375174
2048,847,26,1,1355928510541796297379079857922955866076933929404227257481153317061720856509437585235189609477388103725696248255380889259925943
2048,847,25,1,1402201875930840177564779603131963190398447445546273482826943610197406605496467698637182093544726028048446184407465904504733488
2048,847,25,2,1834037129267281181848805100644706716446934703366578946950288560270548606368029542736413168537166947783032181537827321728818305
2048,847,25,1,2399588088866368871684803227983829485917501647912319399696731866908470118289600881964063135888922021379521028829404789266368968
2048,847,24,2,5637489977535077950426899162426475829892339881113388204978816994197921201698140466319573566765752657389499556451516488232245559
2048,847,25,1,6112692169213605381302831305889438504096793315962284966459192757358537426473374519814657784899843476819443537896967951107338491
2048,847,24,1,7895505461382759098793722523795396339534176000429147383719128841803883949006205025948100090981495836498310874463726230844486437
2048,847,24,2,9522042614500829901321795525603265978871144309432521198633117362072879318547949126425751870262081563243482328537146079314556599
2048,847,25,2,5093542621599279420676140514142072884094585996707002095359240117940447064308608734332029368110977503867431654445743620282821742
2048,847,25,1,2074818355004815481495949283111185240895061522427508730372487670815127557063465146879286952537668866636765956480834805349247418
2048,847,25,1,0982616183770170277896101663961256388046096956303414645662042291995673037815635718874781061367093483701372208717092453548930045
2048,847,25,1,3197990341408426456860501773717322183556963874016603497159407408857792270849795326742052795163483613191779561704529979153717213
3072,3976,85,5,9254835974458887629672873635789957411886024698554157393849494864228024962939550688297074527198420261051675205999609689838587412
3072,3976,85,1,7948702662533481896767559573369920938242346354580061545409242090168773727371802699309443935396635866263937828773324526334321892
3072,3976,84,1,7929250312741837331511829643632683169694074912332726993582394725302853411901337696207186358524323117172520907433878952968176465
3072,3976,85,1,9486937364148093931718552300016332142708943190856638524388888569011747617956915519539025796115901484762122047712200094207683584
3072,3976,83,1,0703675740855407318047361595661595146837376373951978537785605481083388906490085533348547865459237835407372374738389274773789264
3072,3976,83,1,3524314516560200536698529022539598732463389124803873184044464663165630452635665559603483233341839268186056673186867104904449866
3072,3976,83,1,3388466377320953222057779182433549144340237502432464295061371141084500222833875925546082542869030852833895137466510262849050187
3072,3976,83,2,2359980877010447170873386178573828860442255448874794721230413368694441497441338856684036949118353204002591974711928301953002372
3072,3976,83,1,6372613557152801003023836434406997863096739346637849381675791163293956729985652182807911615231198696051411047800847064484769940
3072,3976,83,1,4555399892730282159333189930818248844009737851281434494736943722577947684829017806688345340403991974811107725657399196027995602
3072,3976,83,1,3976607710681047393460981746843991626375149576917517874980586155555711990727221948467045177979554215577477183785345135535682148
3072,3976,86,1,8981224019853812859833307577420310576654838103212699667682513798088777109119729024038590682109547975734687407898816774007038892
3072,3976,84,1,9017123764104410282402525387418186790830943654104676998756681754083664849203556615995024922746652778319099999725942494552746687
3072,3976,83,1,4602993085345245279681119328539229356959910969065035141679707233267342542524482900839390718291823532073464112692162110160887576
3072,3976,83,1,8646564120617234541914353449310981315044240998894442066188871011899825887695202156119273906958004776559173081177243291448706570
3072,3976,86,1,4866033151494706872899672197703352421058356661105030485577210664650513250767511742264039882291373723618030276740280451621184372
3072,3976,84,2,9438899492601727676139376045138079061355198567322008270344297244790265795845160675322685239683610065522225253070076549915962270
3072,3976,84,1,8389935622999431104891971065250599273560270041530059453015141663393829191008304620453278274234791447194116642959854046669653221
3072,3976,83,1,4390066870930359126190473237338490788280116222078414392005864878004044572924012489353108185972058375678318527434060575546457283
3072,3976,85,1,0571024164252835918003185534087097269093594036226831977994875139354124615791501602629221816855731144878875700135493432353006251
3072,3976,85,1,5927821910139360288795697248742701824779517711136895716699422565064551330393130338804982871980774254446227613970394730940420871
3072,3976,85,1,3742377272014443550088749485134437400845098911378170974616143540710504172620523980130687874417124218036934374655684373965565750
3072,3976,84,2,1478423915766121994159683752043056020433068572256778826939436280481378432842397489866548450027752963017529841096517341127140258
3072,3976,83,1,8566764493817154363962092792522076892737665735147823735202597353071978920287229637466345140359899735477359400126088124931881468
3072,3976,82,1,8940255760337363163978793913265843793885760290540433771518954295210648595347128727773745692808704267887587662204824695198843990
3072,3976,83,1,0899757006576147578169404543275069681042994730814241204020586377450354179962282687398746645565905502250948590090052580759060254
3072,3976,83,2,6486974981051360582508378437652320531515639324364424491392656403886587101611394285202791775180181840494403192370521504242888310
3072,3976,83,1,0832863857962097233772304981176182241414796661234070317886749751979535621508014316193777356696545211120669034308685700669047575
3072,3976,83,1,1601920560631092775469657814901382577801938745924198963515833985856042317888652481510158158143597978988591350058772254540887509
3072,3976,83,2,2132235148831014717469033542114409228818750252221985002159849994061876844567039235968616101425307518401162305005282076459564485
3072,3976,83,2,3749005491254116003221964938075605607977980187695543266859111481060871108661145469674590183816636520815523589998805144183387552
3072,3976,82,1,3454557776795930937812464849331806246436437524220402821725671887519345824588678830784061509096255092713692879753496348543679698
3072,3976,82,1,6604711892156464428503873379368266697844691398807542828869396127474509499861163107833096454590997165019449027223124752455672795
3072,3976,83,1,1464056065563451406292025100441586772081609300298880665395988771146415490692648836974652685280576941091682396423173897267646839
3072,3976,83,1,0355383165630525414486907132932207574564820206814521900700480593494653392345246480522618317569197186894847097184780188176595384
3072,3976,83,1,2234714652935409724403164799544553996270776652429105659472464101488105672623286713328942045106946821859926624587221567145826782
3072,3976,83,2,0309935578008890373154226142294034025862773115052182464935233315361839771441799453095926400038395389556682588458216003237653863
3072,3976,84,1,1061156071932484650516913321439215405043703716040614962270232640142284681169472791577978618224769535957766957086206741391709970
3072,3976,82,1,7647351716205014294072195135184469100518783539374945598848168573993875333505334011212625117442647232720744618603822330582078365
3072,3976,82,1,6190042304849971211815384939288709598033150233044255711655989057889996862762413082297341687788607689416591830790638752880761817
3072,3976,83,1,3350993967482666602170935703513835999165561197161777938477157925978429670778105685120890113130859239045083522459241247368307415
3072,3976,83,1,5460081669964922086720150722963115784946235169601550836667474277946931369187925788894576312382075479577915204545165252523196796
3072,3976,82,1,9483728931707116749644793319165741326903913011722074179317419072713429472369240811255731316334667969479890293999075667048649131
3072,3976,82,1,3479265891282260862086967904220845208360231245372151218473448305464967324382299780822943482467600298687513476936031155077963601
3072,3976,83,1,5358607166888753271639287331221882667306965170073890751994864930247242443182503197751744519602399141153643026523167858853130538
3072,3976,83,1,7454234112327473005509721991333469328638161495819890863131852055720398755713433050343878076412540696773945682790587599473898772
3072,3976,83,1,1829500286670935139918198012253669665196719074234685642111242009658467409729732638466770339415767564217863874440642300491597266
3072,3976,83,1,5585497029761221358413402963546931530898077983556347511671398790492531247609197801647309393017719703556474420667077635431137035
3072,3976,83,2,8446511749461154540070308470454488783535318141900958816289412388611370858697615498746416636102261400237788596935028958347787028
3072,3976,83,1,3125589335242227429164632721324285385335478344437654660712476162463759322956724441170491898597020350367163787012219584863841888
3072,3976,83,1,6802337989299969519242898184367047999251583706804577726542893830886334416591927545136810611568115854449708934129157129519681281
3072,3976,83,1,4502536799805954583144549032621959969753071050956941684132891200046324576389173182566153807220810192479638581311891427849367417
3072,3976,83,1,6325541021938064574977797529368876421571303611445571554655335842928934553745122110842178236045825160364424732178843094315127909
3072,3976,83,1,7416551206319999579172591987511489686313571898121634456963111089610744020435972487389528243640299599133169203384400119064268257
3072,3976,82,2,5942558924368052900576494867848083529988242331335385049200017447913990221665638834941940132033114280719741451021709322013495656
3072,3976,83,1,3034267296680277379429583962288582457402893052674209528241394670330734634693333770067544918231098413897817493181756172191761769
3072,3976,83,1,4462568735945386723562623780129364617626340957792264088426814103842409805756856047587770203362285297182877719759239486173167134
3072,3976,82,1,8181657858983878076788365457679611406051878073922935400724071002626732091440173091689286855430601190105542880854867957669944342
3072,3976,83,2,1682764258327911438109776589215105175058720345720016147450773913501679216877023673201387960875767306750352156509386560915532694
3072,3976,83,1,4168453046768399507263930483191895109159119018724369742162771101927944398681984030667327651300421681200981291741743361136642792
